angular_speed,complime,signal
0,1.0818146,-0.83129781
0,1.3274833,-0.84217983
0,1.5936505,-0.84760648
0,1.91225,-0.83873451
0,2.2076609,-0.82309479
0,2.448833,-0.80662704
0,2.64783,-0.78390783
0,2.7213445,-0.77151346
0,2.682904,-0.77003688
0,2.5560789,-0.77105463
0,2.339802,-0.77880943
0,2.1043892,-0.80255318
0,1.9591008,-0.83418679
0,1.8087584,-0.86078459
0,1.7733421,-0.89318359
0,1.66091,-0.92235392
0,1.5548306,-0.95587629
0,1.5066071,-0.99424165
0.67142844,1.4616554,-1.1648872
0,1.5263461,-1.0605719
0.67142868,1.5439619,-1.2048182
0,1.6240726,-1.0864316
1.3428569,1.655893,-1.3778026
1.3428578,1.6788938,-1.4017435
2.0142856,1.7394245,-1.5633227
2.014286,1.9291396,-1.6094798
2.6857138,1.9973941,-1.7675023
2.6857138,2.1744983,-1.8049057
2.6857157,3.8774638,-1.8740692
2.6857128,3.1955557,-1.320755
3.3571453,3.0452397,-1.6728016
2.6857128,2.8115296,-1.4783647
3.3571434,2.7925019,-1.6784431
3.3571434,2.954561,-1.6992979
3.3571434,3.2073436,-1.6541623
3.3571434,3.2370119,-1.4984995
3.3571434,3.1718059,-1.4663422
4.0285683,3.0759678,-1.5907719
3.3571434,2.7857318,-1.4317583
3.3571434,2.7485473,-1.4161588
4.0285721,2.5972605,-1.5382185
3.3571396,2.4678314,-1.425002
3.3571434,2.3500082,-1.5046071
3.3571396,2.7298477,-1.4216574
3.3571472,2.0559757,-1.2673656
2.6857147,1.8494602,-1.2489868
2.6857147,1.7206759,-1.1489965
2.6857147,1.1286353,-1.1373174
2.6857071,0.95576036,-1.1951632
2.6857224,0.5915181,-1.1877657
2.0142899,0.53055006,-1.1444974
2.0142822,0.33513018,-1.0347273
2.6857071,0.007254728,-1.1621925
2.0142899,-0.2087878,-1.0791301
2.0142899,-0.35264865,-1.0699121
2.6857071,-0.22625071,-1.2733182
2.0142899,-0.23657459,-1.120561
2.0142899,0.23799191,-1.1299362
2.6857147,0.28754121,-1.1944469
2.0142822,0.27860355,-1.0364257
2.0142822,0.24354081,-1.032439
2.6857224,0.36510247,-1.1598752
2.0142746,0.5096935,-1.023966
2.0142899,0.51127541,-0.99551129
2.6857147,0.49646318,-1.1446668
2.0142899,0.51629102,-1.021121
2.0142822,0.55086148,-0.95603889
2.0142899,0.64998364,-0.96151018
2.0142822,0.30872273,-0.84040046
1.3428574,0.16913466,-0.77628243
1.3428497,0.020085512,-0.74537474
1.342865,-0.080981776,-0.7899406
1.3428497,-0.24056135,-0.77841562
0.6714325,-0.24665737,-0.67268854
1.342865,-0.59471595,-0.76967382
0.6714325,-0.62500119,-0.71531415
1.3428497,-0.76361537,-0.86075711
0.67141724,-0.68041503,-0.76074278
0.6714325,-0.95861739,-0.67979252
0.6714325,-1.0772276,-0.72405523
0.6714325,-1.2566694,-0.72842216
0.6714325,-1.3639933,-0.79407537
0.67141724,-1.3677239,-0.8179161
0.6714325,-1.4563857,-0.7942034
0.6714325,-1.334344,-0.85237068
0.6714325,-1.635867,-0.83008176
0.67141724,-1.5645387,-0.92485863
1.342865,-1.4444234,-1.0598277
1.3428497,-1.2731113,-1.0355495
1.342865,-0.84141678,-1.0242735
1.3428497,-1.0469325,-0.97325402
0.6714325,-1.0582139,-0.89178705
1.3428497,-1.1464109,-1.0140176
1.342865,-1.2047133,-1.0554276
2.0142975,-1.2802807,-1.2002313
1.3428497,-1.3890973,-1.0831686
2.0142822,-1.2589384,-1.2425189
2.0142822,-1.3055781,-1.2525738
2.0142975,-1.1762499,-1.2755995
2.0142822,-1.045723,-1.2784339
2.6857147,-1.1150537,-1.4656233
2.6857147,-0.5184347,-1.4550816
2.6857147,-0.27762717,-1.3621441
2.0142822,-0.24953942,-1.2371113
2.6857147,-0.027455507,-1.3806092
2.0142822,0.38320866,-1.1669261
2.6857147,-0.43150645,-1.3030454
2.0142822,-0.18421949,-1.1456642
2.6857147,-0.20434634,-1.2197323
2.0142975,-0.2703031,-1.1126317
2.6856995,-0.050774962,-1.1938053
2.0142975,-0.15772066,-0.99151963
2.0142822,-0.36581615,-0.95731032
2.6857147,-0.43219039,-1.06356
2.0142822,-0.52061111,-0.85766971
2.0142975,-0.61443096,-0.80498916
2.6856995,-1.1947333,-0.89818674
1.3428497,-1.5564338,-0.78695148
2.68573,-1.1964464,-1.1507474
1.3428497,-1.3527364,-0.8882522
2.6857147,-1.3609356,-1.177825
1.342865,-1.5227436,-0.87749684
2.0142822,-1.2683527,-1.0718498
2.0142975,-1.4036081,-0.80466163
0.67141724,-1.1111368,-0.5535596
1.3428497,-1.4338943,-0.65035254
0.6714325,-1.6518294,-0.55888486
1.3428497,-1.715082,-0.72881436
1.342865,-1.9902689,-0.71977788
1.3428497,-1.9438622,-0.78160584
